Time,AF Buffalo,AF Roast Garlic,AF Spinach and Feta,AF Spicy Jalapeno,TJ Apple,TJ Roast Garlic,TJ Sweet Italien,TJ Tomato
2.69,187.0949394,208.7731117,209.5641592,198.7058255,92.31291509,125.6987534,97.09742428,101.75452
2.695,187.6260094,209.3752078,210.1377907,199.2900296,92.27740198,125.1248508,96.95835388,101.3768884
2.7,188.1264459,209.9651048,210.7035604,199.872336,92.25002165,124.5189594,96.78431259,100.9976302
2.705,188.6512807,210.5842798,211.2579443,200.4546424,92.21911713,123.9203875,96.60864474,100.6435835
2.71,189.1755734,211.1831228,211.8242563,201.0477925,92.19038134,123.3017547,96.41345822,100.2854705
2.715,189.6941731,211.7768151,212.3721339,201.6338942,92.1703205,122.6682118,96.2155608,99.89238657
2.72,190.210604,212.3623746,212.9360061,202.2237912,92.16760958,122.0362955,95.97591515,99.44915054
2.725,190.7245952,212.9555247,213.5031313,202.8231764,92.17113378,121.3580224,95.75145067,98.99805286
2.73,191.2570205,213.5446084,214.0789315,203.394368,92.17980873,120.6005903,95.50855191,98.53096072
2.735,191.7813132,214.1353187,214.6642199,203.9948376,92.18197748,119.6924309,95.28625617,98.09585746
2.74,192.3129253,214.7550359,215.2549302,204.574162,92.18712823,118.706468,95.06287605,97.73340696
2.745,192.8396578,215.3622828,215.8540443,205.1662277,92.18983915,117.6974622,94.8411225,97.40836721
2.75,193.3606973,215.9719695,216.454785,205.7439256,92.18712823,116.7537896,94.61936893,97.12751551
2.755,193.8755017,216.5618665,217.0338383,206.3397866,92.20176722,115.8616247,94.38026547,96.8653692
2.76,194.3976257,217.1758907,217.6166869,206.930768,92.22155697,115.037775,94.11486604,96.67099599
2.765,194.932762,217.8021141,218.2014331,207.5239181,92.24297325,114.2236846,93.83428544,96.49099065
2.77,195.4646452,218.418307,218.7682873,208.1211346,92.25300366,113.4480893,93.54963847,96.33321489
2.775,195.9913777,219.0290781,219.3473406,208.7188932,92.26167862,112.6909283,93.23164711,96.20281946
2.78,196.532207,219.6428312,219.926936,209.328851,92.25652786,111.9906967,92.84534049,96.06402017
2.785,197.0632769,220.2343548,220.5124956,209.9211879,92.27360668,111.3555273,92.35954298,95.94175751
2.79,197.5875695,220.8437704,221.0991394,210.5249106,92.3047823,110.8222886,91.81220748,95.828712
2.795,198.1205371,221.4545415,221.7001512,211.1242958,92.30939087,110.3668535,91.24887755,95.72434143
2.8,198.6657039,222.0742587,222.2783912,211.6984694,92.29936047,109.9938303,90.67714374,95.64111607
2.805,199.1992136,222.6861142,222.8642218,212.3127647,92.29258316,109.6205362,90.14715815,95.54894467
2.81,199.7237774,223.2917345,223.4817703,212.9145898,92.27252233,109.1854329,89.6873855,95.44891158
2.815,200.2732816,223.891933,224.0722094,213.5120773,92.27550433,108.6923159,89.3002656,95.33261296
2.82,200.7921524,224.5176142,224.6968063,214.1025166,92.27035358,108.1785959,88.95923141,95.24315247
2.825,201.3253911,225.1346204,225.2856189,214.7067814,92.23131628,107.6686711,88.65533686,95.16480678
2.83,201.8841125,225.7684344,225.8893416,215.2980339,92.1700494,107.2154047,88.37719609,95.08564783
2.835,202.4281949,226.3987241,226.4965885,215.9172088,92.04100944,106.7949404,88.14107464,95.00567557
2.84,202.9682108,227.008682,227.0984135,216.5203894,91.8677814,106.4644788,87.90983286,94.94413759
2.845,203.5150042,227.6265015,227.7108112,217.1276363,91.70295726,106.150825,87.69892299,94.8695872
2.85,204.0607131,228.2483873,228.3101964,217.7443714,91.55412756,105.7867479,87.47716943,94.78988604
2.855,204.6110306,228.8773216,228.9236784,218.3518894,91.40285801,105.3109808,87.23860816,94.7169622
2.86,205.1532153,229.5021896,229.515202,218.9653714,91.2751735,104.7574102,86.99923359,94.62316423
2.865,205.698111,230.1216356,230.0912733,219.5772269,91.14504917,104.1859475,86.771516,94.50659452
2.87,206.2484285,230.7502988,230.6855077,220.179323,91.0336302,103.6779204,86.51099625,94.33905944
2.875,206.7830226,231.3556481,231.2756758,220.7898231,90.96016417,103.2417328,86.27731462,94.15498771
2.88,207.3441838,231.9807871,231.8666572,221.4014074,90.89564419,102.893108,86.0645071,93.95953012
2.885,207.8999232,232.602944,232.4606205,222.0102809,90.85714907,102.6580709,85.86471203,93.77437402
2.89,208.4591867,233.2429931,233.0711206,222.6202387,90.82055161,102.4783367,85.65461544,93.58352501
2.895,209.0187214,233.8895484,233.700597,223.2364317,90.77446588,102.3726106,85.49223112,93.40568842
2.9,209.5668701,234.5225491,234.3224829,223.8626551,90.74573012,102.3156812,85.33933503,93.25143685
2.905,210.1247782,235.1460616,234.965514,224.4799324,90.70886154,102.2977892,85.23523555,93.10938447
2.91,210.6797043,235.7923458,235.5990569,225.0961253,90.6996444,102.2953493,85.12273222,92.99796549
2.915,211.2454741,236.4296839,236.2485942,225.7264151,90.69476474,102.320832,85.01348199,92.89386602
2.92,211.8044665,237.0591604,236.8764441,226.339626,90.69666238,102.3368264,84.8820022,92.80847192
2.925,212.3585794,237.6951431,237.5018542,226.964765,90.68988509,102.3812856,84.74130526,92.6989506
2.93,212.9200116,238.3221797,238.1324151,227.5983078,90.67470392,102.4319799,84.5943732,92.59159804
2.935,213.4781908,238.9638554,238.7496924,228.2096211,90.65328762,102.4639688,84.45259189,92.4468347
2.94,214.0301349,239.5887233,239.3569393,228.8244586,90.64651029,102.5078857,84.32599176,92.31183072
2.945,214.5959047,240.2203685,239.9663549,229.4352297,90.63512443,102.5423145,84.22433212,92.15757916
2.95,215.1665541,240.8671949,240.5809213,230.0565734,90.61669014,102.5696948,84.13866694,92.00874945
2.955,215.7393723,241.5197142,241.1746136,230.657043,90.57819503,102.5973462,84.0649298,91.81302075
2.96,216.3151724,242.1749444,241.7840293,231.2946523,90.52777185,102.6008704,84.00040982,91.61810535
2.965,216.86549,242.7992702,242.4040175,231.9233155,90.48087286,102.5927376,83.97031857,91.40611111
2.97,217.438037,243.438506,243.0215659,232.5582138,90.4299075,102.5976173,83.96110143,91.20441838
2.975,218.0154638,244.0766574,243.6597173,233.1849794,90.37812886,102.5696948,83.95784833,91.02115995
2.98,218.5793359,244.718333,244.2910915,233.8106605,90.34180248,102.5444832,83.98007789,90.84196791
2.985,219.1583892,245.3919976,244.9617739,234.4344441,90.27999342,102.534995,83.99742781,90.68825852
2.99,219.7279542,246.0415349,245.6001965,235.0693424,90.22848587,102.5138498,84.01694645,90.54620613
2.995,220.2904709,246.6842949,246.2451252,235.6811979,90.20788285,102.4840296,84.01938629,90.42557001
3,220.8586805,247.3395251,246.9074039,236.3163673,90.19107512,102.4937889,84.00474731,90.31523543
3.005,221.4301432,247.9874359,247.5637185,236.9482836,90.20571412,102.4721015,84.00962697,90.23634755
3.01,222.0089254,248.6456482,248.2116293,237.5815554,90.22577495,102.4479743,84.02697688,90.18240016
3.015,222.5885209,249.2884082,248.8622509,238.2039835,90.25640839,102.4254737,84.03890494,90.14038086
3.02,223.170014,249.9311682,249.5014868,238.8283092,90.27701141,102.4100214,84.04107367,90.10893413
3.025,223.745001,250.5744703,250.1231016,239.4802863,90.32933223,102.3899606,84.03782057,90.07043903
3.03,224.3172769,251.2207546,250.7246555,240.113287,90.40984667,102.3495678,84.03727838,90.02354003
3.035,224.8947037,251.8591771,251.3286493,240.7408658,90.47761975,102.2636315,84.03402528,89.98206291
3.04,225.4791788,252.5344682,251.9372517,241.3844391,90.53698898,102.1283564,84.05625485,89.92296478
3.045,226.0750398,253.1837344,252.5583243,242.0038852,90.59554493,101.9564839,84.0652009,89.87199941
3.05,226.6443338,253.8470974,253.2021687,242.6352593,90.63051586,101.7659059,84.06547199,89.81452783
3.055,227.2361284,254.4947371,253.8511638,243.2780193,90.68880071,101.557707,84.0576103,89.73563995
3.06,227.8170794,255.1510517,254.5226596,243.9256589,90.7460012,101.3378511,84.04053149,89.64292636
3.065,228.393964,255.8100772,255.1892757,244.571401,90.81946724,101.146731,84.0153199,89.50006068
3.07,228.9784391,256.4674762,255.85047,245.2081969,90.88073411,100.929586,83.98956613,89.33171232
3.075,229.5599322,257.133008,256.5176283,245.8623428,90.93305492,100.7639485,83.95974597,89.13652582
3.08,230.1528112,257.7849851,257.1780093,246.4975122,90.95772436,100.6248782,83.91366027,88.8741084
3.085,230.7427082,258.4204256,257.8476075,247.1435253,90.9983882,100.5164412,83.84100751,88.55747252
3.09,231.3450755,259.0688786,258.5082596,247.8044485,91.05396212,100.4223722,83.76211964,88.18336506
3.095,231.9398521,259.7184159,259.1605078,248.4488351,91.11116262,100.3364359,83.69461763,87.77591323
3.1,232.5330022,260.3858453,259.7943218,249.0810225,91.18002008,100.2496863,83.60488607,87.37306996
3.105,233.1334718,261.0605942,260.4284068,249.7178185,91.21038244,100.1396228,83.51217247,87.02092098
3.11,233.7426163,261.7185354,261.0649317,250.3643737,91.24914863,100.0469092,83.39045199,86.74413567
3.115,234.3422727,262.37485,261.7182643,251.0084892,91.28303519,99.92193565,83.17493356,86.52644851
3.12,234.9394892,263.0319779,262.3629219,251.6517914,91.32586776,99.76876847,82.88378037,86.34969629
3.125,235.5198979,263.7107932,263.0257428,252.3032264,91.38794793,99.54918366,82.54030633,86.2035775
3.13,236.1097949,264.3784937,263.6834129,252.9543903,91.44785934,99.23905398,82.21499549,86.07453752
3.135,236.7151442,265.0643574,264.3334924,253.6115181,91.48689664,98.85220517,81.90540801,85.95498579
3.14,237.304499,265.7163345,265.001464,254.2418079,91.5061442,98.37399825,81.68392555,85.8161865
3.145,237.9198787,266.3940654,265.6485614,254.9048998,91.53027141,97.83940408,81.49876946,85.69039963
3.15,238.525499,267.0536332,266.3268346,255.5785643,91.5522299,97.28773111,81.3767779,85.56840808
3.155,239.1251553,267.7121165,266.9904686,256.2424696,91.57500165,96.72738319,81.27782918,85.44777197
3.16,239.7410772,268.3963537,267.6912424,256.8884827,91.60753275,96.22260918,81.23065911,85.33553973
3.165,240.3534748,269.0632409,268.3879498,257.5418153,91.61403895,95.78696377,81.18863979,85.23333791
3.17,240.9539444,269.7279594,269.0735424,258.1843042,91.60455072,95.41882032,81.20138114,85.17044448
3.175,241.5614624,270.3785811,269.750189,258.8503781,91.5806946,95.12116092,81.2024655,85.13547356
3.18,242.1657273,271.0668846,270.4121965,259.49856,91.54463932,94.89263005,81.19351946,85.1452329
3.185,242.7854445,271.7454288,271.0847767,260.1575855,91.52457847,94.713438,81.21168264,85.16556482
3.19,243.3731727,272.4199066,271.7516639,260.8106471,91.51753008,94.56623484,81.20165223,85.21815674
3.195,243.9741845,273.1030593,272.4296659,261.4748233,91.48906538,94.40222396,81.18592887,85.26830882
3.2,244.5836001,273.7783504,273.0783899,262.1305958,91.49421613,94.25366535,81.17860937,85.32171402
3.205,245.2062993,274.437376,273.7428373,262.7961275,91.48987866,94.09887161,81.17264534,85.37864342
3.21,245.8146305,275.1194444,274.4034894,263.4589484,91.51210823,93.94380677,81.15719308,85.44912744
3.215,246.4272993,275.7939222,275.0581775,264.1431855,91.51834334,93.7819646,81.12520418,85.5320817
3.22,247.0489141,276.4667734,275.737535,264.7848611,91.56307359,93.58325391,81.08698015,85.60636101
3.225,247.6672758,277.1637519,276.4299049,265.4349406,91.58286333,93.3566207,81.03981008,85.68036921
3.23,248.2918726,277.8260306,277.1342028,266.0972193,91.60048434,93.00989355,80.9609222,85.71913544
3.235,248.9102343,278.4980686,277.836061,266.7784744,91.60699056,92.47421504,80.87634139,85.77145627
3.24,249.5237164,279.153841,278.52572,267.4456327,91.62352719,91.73982581,80.78064578,85.81401776
3.245,250.1431624,279.8426867,279.2107704,268.1079114,91.64765441,90.90215039,80.68115488,85.86118784
3.25,250.7647772,280.5209598,279.9093754,268.7739853,91.6622934,90.02733533,80.59386314,85.91811723
3.255,251.3888318,281.2209203,280.6058117,269.4438546,91.6942823,89.17800296,80.46590754,85.97531773
3.26,252.0104466,281.9075973,281.2870668,270.1074887,91.73277742,88.37421409,80.37048303,86.00649334
3.265,252.6369411,282.6059312,281.9683219,270.7882016,91.76449523,87.6669341,80.29864355,86.03170493
3.27,253.2536762,283.2806801,282.6398177,271.4572576,91.80976766,87.05047006,80.22084004,86.04037988
3.275,253.8628208,283.9573266,283.3183619,272.1328197,91.85585335,86.56657017,80.17204342,86.0504103
3.28,254.4776582,284.6591848,283.9960928,272.7926586,91.87835401,86.15315431,80.14032561,86.06992895
3.285,255.0968332,285.3263431,284.6873784,273.4646966,91.91251167,85.80046315,80.09667973,86.07914611
3.29,255.7252253,286.0170865,285.3919474,274.1258909,91.93528342,85.41524089,80.05384715,86.08809214
3.295,256.3706963,286.6888533,286.0878416,274.7878984,91.94314509,85.00751796,80.02917774,86.09947803
3.3,257.003968,287.3535718,286.7981036,275.4612918,91.97757382,84.55370934,79.97604364,86.09866475
3.305,257.6277516,288.0369957,287.4942688,276.1260103,92.00359869,84.11372644,79.94541019,86.11276156
3.31,258.2520773,288.7160821,288.187723,276.8091631,92.02284625,83.70003949,79.91857205,86.14203952
3.315,258.7956175,289.4228198,288.8863281,277.4828276,92.02338844,83.3299984,79.86570904,86.1607449
3.32,259.0753848,290.1051593,289.5849331,278.1643538,92.03829852,83.00956722,79.80661091,86.18704086
3.325,259.0133047,290.7948183,290.2857069,278.845609,92.05890153,82.72708898,79.72419882,86.18487212
3.33,258.782334,291.4869171,290.9864806,279.529575,92.08465531,82.5237697,79.64639532,86.18514322
3.335,258.4570231,292.1711543,291.6880677,280.2216738,92.10417397,82.35216824,79.5580192,86.17158859
3.34,258.1878284,292.871657,292.3847751,280.894254,92.12775899,82.21065801,79.48265553,86.14854575
3.345,258.0587884,293.5699909,293.1001878,281.5456889,92.13751832,82.09679923,79.39970126,86.14393717
3.35,258.0831868,294.2726623,293.8069256,282.2258597,92.15134402,81.99622395,79.33545237,86.14963011
3.355,258.2737647,294.96449,294.4838433,282.8946446,92.1667963,81.8951065,79.26469726,86.14203953
3.36,258.5890451,295.642492,294.9059341,283.5853879,92.18224856,81.78748283,79.19231559,86.14935901
3.365,259.0127625,296.3251026,294.8289438,284.2742336,92.20718906,81.68826303,79.12887999,86.12252088
3.37,259.5291934,297.0139483,294.3594119,284.9378677,92.25273258,81.57088003,79.09445125,86.11059281
3.375,260.1028249,297.7063182,293.6689396,285.6191228,92.26194972,81.45105721,79.04213043,86.10625534
3.38,260.7360966,298.4000436,292.968708,286.3006491,92.28309493,81.32716799,79.02342505,86.11167718
3.385,261.3812965,299.0899737,292.3918235,286.9875971,92.2839082,81.1636993,79.00607515,86.10598425
3.39,262.0132128,299.7869521,292.006059,287.6783405,92.31427053,80.94004809,78.99387599,86.11628576
3.395,262.6502799,300.4831173,291.8762058,288.3669151,92.3552055,80.66461824,78.97083313,86.12468961
3.4,263.275961,301.1760294,291.9607866,289.0508811,92.39614044,80.30623413,78.97489952,86.1290271
3.405,263.9089617,301.8805985,292.2530242,289.731323,92.43165354,79.87384181,78.99550254,86.13173802
3.41,264.5492819,302.5838121,292.6973446,290.4068851,92.44710581,79.30617439,79.02206959,86.15179885
3.415,265.1809271,303.2775375,293.2468488,291.0900379,92.46228698,78.6455223,79.05704051,86.1713175
3.42,265.8076926,303.9869862,293.8904221,291.7802391,92.47258847,77.92170568,79.09390907,86.18107682
3.425,266.4360848,304.6809827,294.5570382,292.469898,92.50511957,77.22743812,79.14650099,86.21360791
3.43,267.0747784,305.3806721,295.2721799,293.1500688,92.56394662,76.60094366,79.20505694,86.24993428
3.435,267.7270266,306.0635537,295.988677,293.8383723,92.62250256,76.07800649,79.23948567,86.2708084
3.44,268.3749374,306.7635142,296.7002945,294.5236938,92.65611803,75.65889769,79.29478852,86.31309881
3.445,269.0152575,307.4510044,297.3980862,295.2241965,92.69081784,75.35608751,79.36473035,86.37843207
3.45,269.6718433,308.1344283,298.1042818,295.9236148,92.71142086,75.14328,79.44849788,86.42939744
3.455,270.3105369,308.7473682,298.7860791,296.6132738,92.74883161,75.01695096,79.50515619,86.48226045
3.46,270.9467906,309.0648173,299.4800756,297.3110656,92.77106118,74.97005198,79.55720593,86.52265321
3.465,271.6036475,309.008159,300.2025368,297.9969293,92.79844152,74.94538257,79.60491819,86.56141941
3.47,272.2461364,308.7018246,300.9195761,298.6909257,92.7987126,74.98143786,79.63880474,86.5939505
3.475,272.9000112,308.2916619,301.623874,299.3835667,92.78786892,74.98198004,79.67946858,86.6332589
3.48,273.5351806,307.9389707,302.351486,300.0602132,92.76889244,75.02210171,79.72799412,86.67500712
3.485,274.1608618,307.684415,303.0831642,300.5590232,92.75859093,75.07767565,79.7781462,86.7148577
3.49,274.7892539,307.4922105,303.8118605,300.7596316,92.76157294,75.13948471,79.81040619,86.76690743
3.495,275.4268631,307.2487696,304.5321529,300.711106,92.76889245,75.19451646,79.85079896,86.83007195
3.5,276.0506467,306.9256275,305.2632891,300.5237812,92.77241664,75.25524115,79.87736601,86.8495906
3.505,276.6402726,306.6024854,305.9849369,300.3253416,92.76563934,75.31054399,79.90637289,86.88944118
3.51,276.9531132,306.3216337,306.6970966,300.2415741,92.76482607,75.36259373,79.95571171,86.89404976
3.515,276.8639238,306.1513877,307.4103406,300.2638036,92.76021748,75.40488413,80.00098414,86.94365965
3.52,276.4347846,306.1570806,308.1105722,300.4408269,92.75994641,75.47889235,80.03866598,86.95558771
3.525,275.6787079,306.2923557,308.8151413,300.7650534,92.75723548,75.5377194,80.07607672,86.98296805
3.53,274.6610272,306.601401,309.5462774,301.2172355,92.75154253,75.57865435,80.09993285,86.99652267
3.535,273.5454821,307.0159012,310.2668409,301.7610468,92.74368085,75.62745097,80.12893973,86.99842031
3.54,272.5039452,307.5190486,310.9898442,302.3655827,92.7100654,75.6762476,80.15930207,87.01685461
3.545,271.6172021,308.101084,311.7185405,303.0186443,92.70139045,75.71311616,80.22436425,87.02607173
3.55,270.9950451,308.723512,312.4350376,303.6901401,92.67780541,75.78902202,80.2718054,87.04613258
3.555,270.6174134,309.3958211,313.1556012,304.385492,92.63714156,75.83890302,80.33063245,87.08544097
3.56,270.4924398,310.0808715,313.8840263,305.0838259,92.60542374,75.8893262,80.36560336,87.10035104
3.565,270.5648215,310.7653797,314.5907641,305.7799911,92.55852477,75.95438836,80.39379697,87.11742987
3.57,270.7974188,311.441213,315.3121409,306.4962172,92.49319151,76.00128735,80.43690066,87.13288213
3.575,271.0977891,312.1240947,316.0465301,307.203226,92.45388312,76.05333708,80.46997393,87.15755154
3.58,271.4073766,312.7836624,316.7557078,307.8939694,92.39207405,76.12598983,80.54831961,87.17354598
3.585,271.7031383,313.4654597,317.4667831,308.5806463,92.36686246,76.21192611,80.59440532,87.21366765
3.59,271.8511548,314.1350579,318.1859911,309.2678655,92.33460247,76.29704911,80.63479809,87.25731352
3.595,271.7326874,314.8062826,318.8973375,309.9564401,92.29990264,76.37458153,80.66922682,87.28415168
3.6,271.3580378,315.4688323,319.6203408,310.6585693,92.30315575,76.46024672,80.69823371,87.29363991
3.605,270.8551614,316.131111,320.3484949,311.3520236,92.29827609,76.53073074,80.70609537,87.30177267
3.61,270.3333086,316.8104684,321.0728537,312.0435803,92.32321659,76.62371542,80.74567487,87.34270762
3.615,269.9152842,317.4727471,321.7993813,312.7489626,92.34354852,76.71019388,80.77495284,87.36005754
3.62,269.6685901,318.1561709,322.5231979,313.4481098,92.35737424,76.78365992,80.80721283,87.41102289
3.625,269.5579845,318.8382393,323.2274959,314.1480703,92.35086801,76.85956578,80.83703299,87.44518054
3.63,269.6279263,319.5341335,323.9326071,314.8493863,92.32592752,76.92598341,80.85899147,87.46632573
3.635,269.8480533,320.2151175,324.6648276,315.5536842,92.33134938,76.97721986,80.90290843,87.49668809
3.64,270.1576408,320.8730587,325.3834935,316.2512049,92.32321659,77.04173985,80.94763867,87.51810439
3.645,270.5214467,321.5488919,326.1195092,316.9376108,92.31454163,77.11981445,80.9967064,87.54765345
3.65,270.886066,322.232858,326.8384462,317.6408244,92.30396904,77.16833999,81.05092487,87.58099781
3.655,271.2203229,322.9154685,327.5579254,318.3277724,92.30098701,77.24370366,81.05932873,87.5956368
3.66,271.5562063,323.5980791,328.287706,319.0198712,92.26764266,77.3171697,81.08047393,87.63630065
3.665,271.886939,324.296142,329.0223663,319.6203408,92.27062466,77.37870766,81.08806452,87.67127157
3.67,272.2331239,324.9792947,329.7586532,319.8805895,92.27441997,77.44702294,81.12032451,87.67940434
3.675,272.6218704,325.6095845,330.4887049,319.743959,92.27604653,77.51967569,81.17915156,87.70082064
3.68,273.0328464,325.9893849,331.2095395,319.3259345,92.27143795,77.56955669,81.23906297,87.71518853
3.685,273.4579192,326.0181207,331.962363,318.7688397,92.2445998,77.65196877,81.29951657,87.73524938
3.69,273.9122701,325.7895898,332.6709985,318.1895153,92.21532182,77.72489261,81.33069219,87.7414845
3.695,274.3677052,325.4490978,333.3948151,317.5538037,92.19661646,77.79266571,81.35969907,87.75449693
3.7,274.8391349,325.0890872,334.1045349,316.9034531,92.18523058,77.85122166,81.38219975,87.7555813
3.705,275.2135134,324.8280252,334.8145258,316.3135562,92.18550167,77.93444701,81.40849569,87.76561171
3.71,275.3908078,324.7258234,335.5562345,315.8594764,92.17791109,77.99625608,81.43533384,87.77238903
3.715,275.2498398,324.7700114,336.2776113,315.6008543,92.15351276,78.04451052,81.47545551,87.76696717
3.72,274.8025374,324.9787526,337.0035967,315.5314547,92.130741,78.11147033,81.50771552,87.76534063
3.725,274.0152852,325.2978283,337.7396125,315.6279635,92.1166442,78.18032779,81.52940289,87.75503911
3.73,272.8392865,325.7123285,338.4569229,315.6564282,92.10119194,78.23427518,81.56762693,87.74690635
3.735,271.4366546,326.1203225,339.1856192,315.238946,92.10200522,78.29445768,81.600158,87.72413458
3.74,269.9806175,326.1824027,339.9113334,314.2868696,92.08438421,78.34054338,81.66169598,87.70814012
3.745,268.6585,325.8701043,340.6489758,312.9932168,92.04426256,78.37470102,81.70208874,87.6918746
3.75,267.5841609,325.2994548,341.3586956,311.6209472,92.00603852,78.42946168,81.74139713,87.66205443
3.755,266.8061258,324.6236216,342.0722107,310.361181,92.00088776,78.4782583,81.76633763,87.63358973
3.76,266.3214127,323.9976693,342.7729845,309.3706095,91.99112845,78.50563863,81.77935007,87.62166167
3.765,266.1072497,323.5175647,343.4959878,308.696945,92.02338843,78.55524854,81.79371796,87.60485394
3.77,266.1121294,323.2518942,344.2149248,308.3529288,92.01579785,78.56392349,81.81513425,87.59265479
3.775,266.2883394,323.2047241,344.9105478,308.3122649,92.0315212,78.5991655,81.83546619,87.58641965
3.78,266.5732575,323.3378305,345.636262,308.5082647,92.04751566,78.62979894,81.84630988,87.59157041
3.785,266.9197135,323.6409117,346.3562834,308.9149032,92.05917264,78.66233002,81.87558784,87.59536571
3.79,267.3179482,324.0754728,347.0369963,309.4245569,92.0846553,78.69919859,81.89429322,87.60295629
3.795,267.7552202,324.5729273,347.7179803,309.9984594,92.10390286,78.74555538,81.90513692,87.59129932
3.8,268.1323097,325.1625532,348.3637224,310.6257672,92.13589176,78.77917083,81.92221573,87.60485394
3.805,268.2556567,325.7763063,348.9964519,311.2601233,92.17791109,78.79299654,81.93522817,87.60566722
3.81,268.0688741,326.4185241,349.6153558,311.8963771,92.20718905,78.81197301,81.96938582,87.59536571
3.815,267.6641332,327.0642661,350.2299222,312.5705838,92.25083493,78.84369081,81.99351302,87.56771428
3.82,267.0381809,327.6999777,350.8195481,313.2231031,92.31427054,78.87215551,82.02333318,87.50644741
3.825,266.0570976,328.3440932,351.423813,313.888906,92.39939354,78.90875298,82.0729431,87.41536037
3.83,264.8184766,328.9727564,352.0370239,314.5389855,92.46255807,78.94833247,82.10384763,87.27303688
3.835,263.5177754,329.5141279,352.6757176,315.1931314,92.53710847,78.96026053,82.14586694,87.10007995
3.84,262.3005707,329.725851,353.3252548,315.8483616,92.58834494,78.98357448,82.19168155,86.94881041
3.845,261.3186741,329.5621112,353.9796718,316.5222973,92.62900878,79.00607514,82.24590002,86.78398625
3.85,260.5780498,329.0223663,354.634631,317.1948774,92.68322726,79.03264219,82.30201614,86.6579283
3.855,260.0846617,327.8027217,355.2313053,317.8522764,92.73419261,79.04809446,82.33698706,86.58310681
3.86,259.7840203,325.6450976,355.5658333,318.5267542,92.78271815,79.07439042,82.38551259,86.53539455
3.865,259.5563027,322.5522048,355.6487875,319.1914727,92.82446638,79.07683025,82.4134351,86.51316498
3.87,259.2448175,318.7213985,355.5975511,319.7575135,92.85157562,79.07737243,82.44976148,86.48198936
3.875,258.8392634,314.5040146,355.4883008,319.9394165,92.87488956,79.09038487,82.49964247,86.46599491
3.88,258.4177147,310.3804286,355.465258,319.6864873,92.90443863,79.10231293,82.52837826,86.45731995
3.885,258.0384565,306.7082114,355.5449592,319.1573151,92.9404939,79.12345814,82.56768667,86.44105441
3.89,257.7638399,303.7413765,355.770508,318.5522369,92.9692297,79.1568025,82.595067,86.42424668
3.895,257.6057931,301.5336003,356.1429889,317.9940577,93.0012186,79.16547745,82.612688,86.43536147
3.9,257.5252786,300.053707,356.6176716,317.6229323,93.02805675,79.17903207,82.63979723,86.41421627
3.905,257.3344296,299.1723857,357.1866945,317.4713917,93.06872061,79.19258669,82.67368378,86.40906551
3.91,256.9418879,298.7896033,357.824846,317.5044649,93.10775791,79.21400299,82.68479857,86.40011946
3.915,256.3652744,298.7581566,358.494173,317.5708826,93.14733739,79.24951608,82.73115536,86.39307106
3.92,255.691881,298.9593071,359.1705485,317.5101579,93.19179654,79.26442617,82.74498107,86.38466719
3.925,255.0811099,299.3309748,359.7967718,317.337472,93.24194863,79.27526986,82.7617888,86.38737812
3.93,254.6254036,299.768789,360.1944643,317.0948443,93.29725147,79.2953307,82.76449971,86.37951644
3.935,254.3529558,300.109281,360.2532914,316.8690244,93.36095817,79.3164759,82.75230057,86.37355241
3.94,254.2748812,299.8642135,359.9949404,316.6901034,93.41734539,79.33274145,82.74823418,86.36514854
3.945,254.3730166,298.685775,359.5229685,316.597932,93.48078101,79.34331404,82.71055234,86.34481662
3.95,254.6194396,296.7875862,359.0116884,316.6236858,93.55072283,79.37394749,82.68913604,86.32963544
3.955,254.9892096,294.5524296,358.5755007,316.7502859,93.62500214,79.40268327,82.64603236,86.32611125
3.96,255.3961192,292.3622744,358.3095591,316.9942691,93.70145019,79.42843705,82.6056396,86.3098457
3.965,255.9041463,290.4380608,358.2599492,317.3334056,93.78169353,79.4303347,82.55521642,86.3133699
3.97,256.4194929,288.9511191,358.3952243,317.780437,93.85814158,79.45364864,82.51807675,86.29683327
3.975,256.9665573,287.9209682,358.6988478,318.2781625,93.93946929,79.46395015,82.46629812,86.29303798
3.98,257.3826841,287.2632981,359.1418127,318.8249558,94.03435162,79.45663066,82.42373662,86.26565765
3.985,257.3791599,286.6395145,359.6625811,319.4097021,94.10348018,79.45256427,82.33780034,86.2529163
3.99,256.9142365,285.8845223,360.2692858,320.0063763,94.16691578,79.4479557,82.25403279,86.23122891
3.995,256.1302373,285.0116049,360.9028287,320.6491363,94.24011073,79.45364864,82.14234274,86.19192052
4,255.2616574,284.10209,361.5781198,321.2769863,94.30707054,79.46259469,82.01818244,86.1715886
4.005,254.4421452,283.1283262,362.2642546,321.9175776,94.40005523,79.46557671,81.87721441,86.14447936
4.01,253.6372719,281.9534119,362.9631307,322.5484095,94.4680994,79.46395015,81.72269176,86.13770205
4.015,252.4989551,280.633192,363.6533319,323.2036397,94.52828191,79.47614931,81.51964358,86.10137567
4.02,250.7704701,279.3116167,364.3603408,323.8499239,94.57924728,79.47940242,81.28677522,86.07779064
4.025,248.6521544,278.1399555,365.0960854,324.5176244,94.6350923,79.48970392,81.01785161,86.03414476
4.03,246.4083229,277.1951986,365.8155646,325.1782766,94.6990701,79.48753519,80.74133739,85.99320982
4.035,244.3228093,276.5524386,366.5453452,325.6792553,94.77389159,79.48401099,80.46617864,85.94495538
